ID,Median Height,Median Weight,Max Height,Max Weight,Senior Count,Junior Count,Sophomore Count,Freshman Count
L596,77.0,210.0,82,235.0,1,6,3,5
L597,79.0,212.5,83,275.0,0,4,5,3
L594,77.0,202.5,81,232.0,0,0,7,5
L595,77.0,205.0,81,230.0,1,3,6,2
S678,77.5,202.0,83,246.0,4,2,5,3
S679,78.0,202.5,82,280.0,0,4,3,9
Q692,74.5,191.0,82,246.0,3,1,6,10
S673,75.5,197.5,83,250.0,3,6,2,3
S670,78.0,200.0,82,255.0,1,1,6,7
S671,78.5,220.0,82,250.0,3,5,5,3
S676,80.5,220.0,83,268.0,2,6,3,5
S677,78.0,205.0,82,245.0,7,2,2,6
S674,78.0,211.0,81,276.0,2,4,5,4
S675,76.0,195.5,83,268.0,2,4,4,6
S760,77.0,195.0,83,250.0,4,3,2,6
Q592,77.5,209.5,82,247.0,1,3,4,4
S761,76.0,185.0,81,235.0,4,6,0,3
S762,77.0,195.0,81,245.0,3,7,1,4
O748,76.0,200.0,82,245.0,3,5,4,5
O749,76.0,205.0,83,285.0,1,6,4,6
Q693,78.0,195.0,81,255.0,4,8,2,3
O742,77.0,190.0,82,230.0,2,3,3,7
O743,77.5,207.5,83,255.0,3,4,6,3
O740,77.0,190.0,83,260.0,4,3,1,7
O741,77.5,200.0,84,245.0,3,4,3,4
O746,78.5,202.5,84,265.0,1,4,4,5
O747,76.0,182.5,79,230.0,3,7,1,3
O744,78.0,210.0,82,255.0,2,4,4,3
O745,76.0,195.0,80,225.0,5,2,1,5
K702,75.0,190.0,83,225.0,0,1,7,5
K703,1608.0,0.40549999999999997,3324,0.558,0,0,0,0
K700,77.0,207.5,80,220.0,1,3,4,4
K701,77.0,200.0,82,245.0,3,1,4,6
S584,76.0,195.0,82,235.0,3,8,2,0
K707,76.0,190.0,81,255.0,1,3,5,5
K704,78.0,220.0,81,235.0,1,5,2,1
K705,76.0,200.0,81,250.0,0,1,2,9
J617,76.0,195.0,80,240.0,2,4,3,6
J616,76.0,192.5,83,270.0,4,2,3,3
K708,77.0,214.0,81,245.0,2,2,1,9
J614,76.0,205.0,84,260.0,1,1,6,7
J613,78.0,200.0,84,235.0,1,1,5,6
J612,76.0,205.0,84,255.0,4,4,4,3
J611,77.0,205.0,83,230.0,2,2,4,6
J610,77.0,205.0,83,280.0,1,3,5,6
L664,78.0,210.0,83,290.0,1,2,4,4
L665,77.5,202.5,82,215.0,0,1,6,5
L666,77.0,200.0,83,290.0,2,1,7,5
L667,76.0,192.5,80,255.0,3,4,2,5
L660,78.0,200.0,84,245.0,0,3,6,4
L661,76.0,205.0,84,265.0,1,0,7,4
L662,77.0,205.0,85,260.0,4,2,3,4
L663,78.5,205.0,85,255.0,3,4,4,3
L668,78.0,203.0,83,245.0,2,3,5,6
L669,77.0,212.0,81,241.0,3,1,3,8
R506,77.0,190.0,82,245.0,5,6,1,11
R505,77.0,190.0,85,260.0,1,7,2,6
I667,77.0,195.0,82,235.0,3,3,3,4
I666,78.0,208.5,83,255.0,1,4,5,4
I665,77.0,190.0,83,270.0,1,3,4,8
I664,77.5,199.0,81,247.0,1,1,6,6
I663,77.0,195.0,81,255.0,0,3,2,8
I662,78.0,215.0,85,270.0,0,2,6,5
I661,76.0,200.0,82,250.0,2,3,3,5
I660,78.0,200.0,82,245.0,2,2,6,5
I669,77.0,210.0,83,295.0,3,3,3,6
I668,78.0,215.0,82,268.0,2,1,5,5
N855,78.0,200.0,81,240.0,3,4,4,3
N854,77.0,205.0,82,240.0,5,4,4,4
R504,78.0,215.0,85,285.0,1,5,5,4
N851,77.0,210.0,81,240.0,2,5,4,2
N850,76.0,200.0,81,235.0,2,3,3,5
N853,78.0,205.0,84,265.0,2,2,5,4
N852,79.0,205.0,84,260.0,3,2,2,5
O632,77.0,197.5,82,260.0,3,7,4,4
O633,76.5,190.0,82,240.0,2,3,3,6
O630,77.0,200.0,82,235.0,3,4,4,4
O631,76.0,190.0,80,240.0,3,6,3,4
O636,77.0,210.0,84,245.0,2,5,4,6
O637,76.5,210.0,84,265.0,3,3,2,6
O634,73.5,185.0,83,225.0,3,5,3,3
O635,78.0,200.0,83,275.0,2,3,3,7
O638,78.0,207.5,82,240.0,5,5,3,3
O639,77.0,212.5,83,270.0,6,3,4,3
J836,78.5,220.0,82,256.0,3,3,2,6
J835,76.5,202.5,84,275.0,1,3,3,5
J834,77.5,210.0,82,230.0,1,1,3,9
J833,78.0,200.0,82,240.0,2,4,1,4
J832,77.0,195.0,81,240.0,3,2,5,5
J831,77.0,205.0,84,263.0,1,3,5,6
J830,78.0,215.0,83,255.0,2,2,6,5
J839,77.0,197.5,83,280.0,3,6,3,2
J838,77.5,207.5,80,230.0,1,1,3,7
P688,75.0,185.0,82,250.0,4,2,5,5
P689,77.0,190.0,81,255.0,2,3,4,6
P682,76.0,192.5,80,235.0,3,4,1,6
P683,76.0,201.0,86,270.0,3,5,2,5
P680,78.0,210.0,84,260.0,1,4,3,6
P681,78.0,200.0,82,270.0,3,3,0,9
P686,77.0,205.0,81,230.0,3,3,4,5
P687,76.0,200.0,81,230.0,4,5,3,3
P685,77.0,192.5,81,245.0,5,8,3,0
N580,76.0,195.0,80,246.0,2,6,1,5
P762,77.0,212.5,84,255.0,3,5,3,3
S736,77.0,197.0,85,234.0,4,6,3,6
R542,77.0,192.5,83,235.0,3,4,2,5
R541,76.5,195.0,82,280.0,4,4,4,2
R540,78.0,207.5,81,250.0,1,6,5,4
R547,77.0,204.0,81,245.0,2,3,4,5
R546,77.0,206.5,82,254.0,4,1,4,7
R545,77.0,195.0,81,249.0,2,6,6,1
Q757,77.0,205.0,87,242.0,5,2,3,7
S781,78.0,205.0,83,260.0,4,5,1,3
R549,77.0,207.0,85,236.0,4,4,4,1
R548,76.0,205.0,83,225.0,2,11,1,1
P754,78.0,220.0,83,300.0,5,1,5,2
P755,75.5,190.0,82,240.0,1,4,2,9
P756,77.0,212.5,81,245.0,2,4,5,3
P757,75.0,192.5,87,242.0,3,7,4,4
P750,76.5,195.0,81,245.0,2,3,4,5
P751,76.0,190.0,81,265.0,3,5,2,3
P752,76.0,190.0,82,235.0,4,4,1,4
P753,76.5,195.5,82,260.0,2,2,5,5
P758,76.0,205.0,81,235.0,4,2,6,4
P759,76.0,187.5,80,225.0,1,2,5,8
Q519,77.0,202.5,81,230.0,4,3,3,6
Q518,77.0,208.0,82,253.0,4,4,6,3
K804,78.0,197.5,83,320.0,1,0,6,9
O778,78.0,213.0,82,256.0,1,9,1,2
S839,79.0,200.0,84,245.0,1,1,9,3
N619,77.0,202.5,81,220.0,3,4,5,2
N618,75.5,190.0,81,235.0,11,2,2,1
Q514,75.0,190.0,80,250.0,7,4,4,1
N613,79.0,210.0,82,250.0,0,7,2,6
N612,77.0,200.0,81,240.0,4,4,0,7
N611,77.0,200.0,81,260.0,3,2,4,6
N610,77.5,206.5,82,250.0,1,7,5,3
N617,77.5,202.5,83,250.0,2,6,3,1
N616,77.5,202.5,83,235.0,5,2,3,4
N615,77.0,210.0,82,265.0,6,3,4,0
N614,76.0,200.0,83,235.0,1,2,4,9
M788,75.0,198.0,83,243.0,4,3,4,3
M789,77.0,190.0,84,240.0,3,4,2,4
M784,77.0,210.0,82,250.0,2,5,5,3
M785,75.5,205.0,81,298.0,3,5,4,2
M786,79.0,217.0,83,258.0,2,2,2,5
M787,78.0,197.5,84,265.0,2,4,2,8
M780,76.5,200.0,84,260.0,5,3,3,3
M781,77.0,210.0,83,265.0,2,7,1,2
M782,76.0,185.0,80,235.0,3,2,0,8
M783,79.5,210.0,84,260.0,3,4,6,1
M542,76.0,190.0,81,264.0,1,7,5,4
M540,75.0,195.0,81,230.0,3,3,2,7
M541,76.5,195.0,81,298.0,1,4,4,7
M546,77.0,200.0,82,270.0,2,2,5,4
M547,77.0,195.0,85,250.0,2,7,2,4
M544,73.5,190.0,78,220.0,2,0,1,9
M545,77.0,195.0,81,230.0,3,3,5,5
S563,76.0,180.0,83,270.0,6,5,5,1
M548,74.0,195.0,83,245.0,2,4,3,6
M549,78.0,215.0,83,245.0,4,2,1,6
K849,78.5,213.5,83,260.0,2,2,4,6
K848,77.5,215.0,82,242.0,3,3,4,2
K841,77.0,196.5,82,257.0,1,0,6,7
K840,78.0,212.5,81,260.0,4,3,2,3
K843,77.0,205.0,84,255.0,5,2,1,6
K842,77.0,205.0,83,275.0,1,4,3,5
K845,76.5,195.0,82,240.0,5,2,5,4
K844,77.0,200.0,81,250.0,0,2,3,6
K847,78.0,210.0,82,250.0,3,4,4,4
K846,74.0,200.0,82,250.0,3,2,3,5
Q802,77.0,200.0,86,265.0,4,2,5,5
J589,74.5,187.5,81,250.0,4,5,3,6
J588,77.0,205.0,84,260.0,2,3,7,3
J587,76.0,200.0,81,240.0,3,1,6,5
J586,78.0,195.0,81,250.0,2,3,2,4
J585,76.5,200.0,81,240.0,2,4,4,4
J583,78.0,200.0,82,240.0,1,1,2,7
J582,79.0,215.0,83,245.0,2,1,5,5
J581,78.0,200.0,82,260.0,3,2,2,6
J580,76.0,190.0,81,225.0,3,1,3,7
R769,76.0,197.0,83,255.0,3,5,2,5
R768,76.5,195.0,82,230.0,4,7,1,2
R763,76.0,200.0,83,255.0,5,5,1,5
R762,76.0,200.0,81,250.0,3,4,2,4
R761,77.0,185.0,80,250.0,3,6,1,2
R760,78.0,205.0,83,250.0,1,6,5,3
R767,76.0,192.5,84,260.0,1,4,6,5
R766,77.5,201.0,81,248.0,1,2,7,4
R765,76.0,192.5,80,220.0,4,5,2,5
Q690,76.0,200.0,79,258.0,3,2,2,8
S775,79.0,202.5,84,260.0,4,4,3,3
P669,78.0,216.5,83,246.0,3,3,4,4
L699,78.0,210.0,85,240.0,2,4,2,5
L698,75.5,192.5,83,270.0,1,1,5,9
J602,75.5,197.5,79,275.0,0,2,6,4
P770,76.0,208.0,81,252.0,2,4,3,6
L690,77.0,207.0,82,246.0,2,3,1,6
L693,76.5,190.0,81,220.0,3,3,4,4
L692,78.0,204.0,82,242.0,1,3,4,7
L695,77.0,202.5,87,245.0,1,3,3,7
R617,77.0,195.0,82,245.0,1,6,4,4
R616,78.0,200.0,81,240.0,4,1,5,5
R615,77.0,195.0,82,240.0,3,3,4,7
R614,76.0,197.5,81,240.0,5,3,3,5
R613,76.5,205.0,84,250.0,3,5,0,8
R612,79.0,215.0,84,260.0,2,3,5,5
R611,78.0,210.0,80,250.0,0,2,6,4
R610,77.0,210.0,83,245.0,3,4,1,7
R619,76.0,190.0,83,230.0,4,3,6,1
R618,74.5,182.5,81,235.0,2,4,4,6
P771,77.5,204.5,83,255.0,2,5,5,2
R726,78.5,215.0,83,295.0,2,7,3,4
K665,75.0,195.0,83,245.0,0,1,4,10
R725,77.0,205.0,83,280.0,4,4,0,7
K621,77.0,185.0,81,285.0,0,1,7,6
K620,75.0,180.0,80,245.0,1,1,3,8
L587,76.0,187.0,81,240.0,4,0,5,4
L586,78.0,195.0,81,250.0,1,1,6,5
L581,78.0,197.0,83,240.0,1,2,5,7
K624,76.5,205.0,83,258.0,2,2,4,6
L583,76.0,190.0,82,260.0,0,2,2,9
L582,77.0,205.0,82,245.0,1,0,6,4
J756,76.0,200.0,83,225.0,2,0,1,9
J757,78.0,207.5,81,240.0,2,3,4,3
J754,79.0,208.0,84,245.0,4,2,2,5
J755,76.5,210.0,81,260.0,3,3,3,3
J752,76.5,210.0,82,230.0,3,3,2,4
L588,74.5,187.5,84,228.0,3,2,1,6
J750,78.0,205.0,86,240.0,6,4,4,10
J751,76.0,202.0,83,239.0,1,4,6,4
S665,74.5,202.5,82,260.0,4,5,4,3
P668,78.0,219.0,83,303.0,0,5,4,5
M687,76.0,190.0,81,250.0,2,5,5,3
S666,78.0,200.0,82,310.0,6,1,3,7
S661,77.0,217.5,86,250.0,2,4,4,4
S660,76.0,215.0,83,290.0,4,4,1,4
S663,79.0,205.0,82,250.0,3,3,3,4
K664,77.5,200.0,82,260.0,1,2,5,6
R720,79.0,210.0,83,250.0,1,5,6,1
S669,76.5,199.5,84,259.0,5,2,5,2
S668,77.0,203.0,84,246.0,4,3,2,5
P777,75.0,185.0,83,245.0,2,1,5,7
S787,75.5,197.5,82,245.0,3,4,5,2
I780,76.0,220.0,82,270.0,4,1,3,5
I781,77.0,215.0,85,260.0,2,2,4,5
I782,76.5,212.0,84,270.0,2,3,6,3
I783,78.0,205.0,83,260.0,3,4,4,3
I784,76.5,210.0,80,240.0,4,1,4,3
I785,77.0,192.5,81,250.0,3,4,3,4
I786,80.0,212.0,84,258.0,3,3,4,5
I787,76.0,205.0,86,380.0,1,6,1,7
I788,77.0,203.0,81,257.0,2,4,2,5
I789,78.0,205.0,85,255.0,1,1,3,8
O759,75.0,187.5,82,230.0,5,2,4,5
O758,76.5,212.5,84,250.0,0,4,5,5
R729,76.5,205.0,83,240.0,3,4,6,3
R728,77.5,187.5,83,265.0,1,5,6,4
S593,76.5,207.5,81,256.0,6,5,2,1
S592,78.0,211.0,82,240.0,4,4,6,2
J628,78.0,208.0,84,245.0,0,3,4,6
J629,77.0,215.0,82,365.0,1,1,6,7
K719,77.5,210.0,81,255.0,1,5,4,4
K718,76.5,210.0,82,275.0,0,5,3,6
S595,78.0,201.0,87,292.0,4,0,6,4
S594,77.5,200.0,84,245.0,6,4,4,4
J622,76.0,175.0,82,245.0,2,3,4,6
J623,78.0,235.0,86,250.0,4,3,3,1
J620,77.0,202.5,82,254.0,0,2,6,6
J621,77.0,195.0,82,285.0,2,0,4,5
K711,77.0,200.0,82,275.0,1,2,4,7
K710,75.0,190.0,82,270.0,0,1,0,12
K713,76.0,197.5,81,225.0,2,1,4,7
J625,75.0,200.0,81,251.0,4,3,3,5
L677,79.0,217.5,85,250.0,3,2,6,1
L676,77.0,205.0,81,250.0,1,4,3,6
L675,76.0,195.0,81,240.0,2,2,5,4
L674,77.0,200.0,81,290.0,2,3,5,6
L673,78.5,205.0,81,265.0,0,4,2,6
L672,76.5,197.5,82,235.0,1,0,6,5
L671,76.5,202.5,83,255.0,1,1,9,3
L670,78.0,207.5,82,245.0,4,1,2,7
P748,76.0,199.0,81,222.0,3,3,2,4
S735,76.0,190.0,84,257.0,0,5,2,6
L679,75.5,192.5,86,320.0,3,0,5,4
L678,77.0,209.0,82,255.0,3,4,4,1
S672,77.0,210.0,83,240.0,6,5,2,4
R514,75.0,190.0,80,250.0,4,5,2,4
O770,76.0,193.0,83,254.0,3,4,1,5
Q782,75.5,190.0,83,240.0,2,5,2,5
I652,78.5,215.0,84,270.0,3,1,4,4
I653,77.5,217.5,83,250.0,1,3,4,4
I650,76.0,200.0,81,258.0,0,3,6,2
I651,77.0,207.5,82,240.0,1,3,4,6
I657,75.5,203.5,82,251.0,1,7,1,3
I654,76.5,180.0,83,240.0,1,5,2,6
I655,78.0,205.0,82,252.0,1,2,5,5
I658,77.5,220.0,84,250.0,2,3,4,3
I659,75.0,200.0,81,240.0,3,3,3,5
R515,76.0,202.0,82,245.0,0,7,5,4
N828,77.5,207.5,82,245.0,4,3,3,4
N829,77.5,207.5,83,235.0,4,4,3,1
N820,76.0,185.0,81,285.0,2,8,3,0
N821,77.0,205.0,86,265.0,5,2,3,5
N822,75.5,200.0,82,240.0,1,3,5,5
N823,78.0,0.0,81,182.0,3,3,1,4
N824,79.0,210.0,83,270.0,2,0,7,4
N825,76.5,202.5,82,248.0,1,3,5,3
N826,75.0,192.5,81,235.0,3,0,2,7
N827,78.5,212.5,83,255.0,0,3,5,8
P778,77.0,200.0,82,260.0,10,1,4,1
S841,77.5,207.0,84,265.0,2,8,3,3
S840,77.0,200.0,84,275.0,3,5,4,3
S843,76.0,200.0,82,255.0,0,5,5,5
S842,78.0,200.0,82,250.0,4,2,1,8
O629,78.0,215.0,83,260.0,2,4,4,5
O628,77.0,212.5,81,260.0,1,2,4,5
S847,77.5,200.0,81,245.0,6,2,2,4
S846,78.0,209.0,81,268.0,4,2,3,6
O625,77.0,205.0,84,260.0,3,2,5,6
O624,78.0,200.0,81,240.0,4,5,3,5
O627,76.5,195.0,84,240.0,2,3,3,6
O626,76.0,190.0,83,235.0,3,4,3,5
O621,75.0,195.0,84,240.0,9,2,1,3
O506,76.0,189.0,80,270.0,3,5,4,5
O623,79.0,215.0,85,245.0,2,6,0,5
O622,76.0,190.0,83,270.0,4,8,3,5
O507,78.0,215.0,83,260.0,4,3,2,8
K548,77.0,200.0,82,260.0,1,2,2,10
K549,77.0,210.0,81,245.0,4,1,2,9
P779,78.0,185.0,83,246.0,2,1,5,5
K544,75.5,206.0,87,249.0,2,4,4,4
K545,77.5,195.0,81,240.0,4,3,3,4
K546,77.0,208.0,81,265.0,2,2,5,4
K547,76.0,190.0,80,240.0,2,2,2,7
K540,77.0,197.5,81,235.0,0,3,7,4
K541,75.0,200.0,82,256.0,3,4,3,3
J802,79.0,217.0,82,250.0,2,3,3,4
J803,77.0,202.5,84,255.0,2,2,4,6
J800,77.0,200.0,79,228.0,0,1,6,6
J801,78.0,205.0,84,265.0,3,2,3,5
J806,77.0,200.0,79,235.0,0,0,1,11
J807,78.0,198.0,82,260.0,1,3,1,6
J804,78.0,200.0,81,250.0,1,2,4,8
J805,77.0,200.0,81,280.0,0,5,5,3
J808,77.0,195.0,83,250.0,1,2,3,5
J809,77.0,197.5,81,240.0,0,4,10,10
J855,77.0,200.0,83,300.0,2,2,3,8
J854,78.0,200.0,82,235.0,2,3,4,4
Q841,77.0,199.5,82,245.0,4,3,5,4
R512,78.0,206.0,86,250.0,5,3,3,3
R578,76.0,202.5,85,295.0,3,2,6,5
R579,76.0,190.0,80,225.0,4,5,3,3
R576,78.0,195.0,82,270.0,3,5,3,2
R577,80.0,215.0,83,245.0,5,2,2,4
R574,77.5,206.0,83,244.0,2,6,3,3
R575,78.0,209.0,83,269.0,4,2,2,6
R572,77.0,200.0,81,240.0,1,4,3,6
R573,77.5,205.0,82,247.0,2,5,3,6
R570,76.0,205.0,81,250.0,4,3,4,5
R571,76.0,190.0,82,240.0,4,4,5,6
N598,76.0,200.0,82,230.0,2,2,6,6
N599,76.0,200.0,82,225.0,4,6,3,4
P745,74.5,187.5,80,220.0,1,1,5,5
P744,76.0,197.5,82,230.0,4,2,2,3
P743,77.0,205.0,83,270.0,5,5,4,3
P742,79.0,193.0,86,263.0,4,3,4,4
P741,79.0,205.0,87,260.0,5,3,4,2
P740,78.0,197.5,85,285.0,1,3,3,7
N590,77.0,220.0,82,245.0,5,0,4,4
N591,77.0,190.0,82,240.0,1,4,3,7
N592,80.0,213.0,82,245.0,1,1,5,6
N593,75.5,197.5,81,290.0,3,1,2,8
N594,75.5,185.0,84,280.0,4,3,4,5
N595,78.0,208.0,85,241.0,3,2,2,6
N596,77.0,195.0,82,255.0,3,5,1,6
N597,77.0,185.0,82,250.0,1,3,3,6
R513,77.0,193.0,83,282.0,1,3,5,8
P695,77.5,201.0,85,261.0,3,2,5,4
P694,76.0,180.0,80,250.0,3,7,5,4
P690,76.0,200.0,81,270.0,3,6,1,5
P693,77.5,193.5,81,240.0,1,5,6,4
P692,76.0,200.0,83,229.0,4,3,0,6
P699,79.0,210.0,83,270.0,1,5,4,6
P698,76.0,202.5,83,310.0,4,5,8,3
N626,76.0,187.5,83,255.0,1,3,4,6
N627,76.0,185.0,84,240.0,2,2,3,8
N624,76.0,192.0,80,255.0,4,6,1,2
N625,76.0,195.0,84,255.0,1,3,3,8
N622,77.0,190.0,84,255.0,2,6,4,3
N623,78.0,207.5,85,265.0,3,3,7,1
N620,76.0,195.0,82,245.0,5,7,4,1
N621,78.0,210.0,84,240.0,2,9,1,1
N628,78.0,212.5,81,255.0,2,3,3,4
N629,76.0,200.0,83,255.0,3,1,6,5
O527,77.5,218.0,82,255.0,1,7,4,0
M799,76.0,200.0,80,245.0,4,6,5,2
M798,76.0,197.5,81,235.0,2,5,1,8
M797,77.0,205.0,81,235.0,1,5,2,7
M796,78.0,210.0,84,252.0,4,5,1,3
M795,78.0,205.0,82,255.0,4,4,1,4
M794,77.0,197.5,84,255.0,3,2,5,8
M793,77.0,228.0,82,299.0,2,2,6,4
M792,76.0,193.0,81,295.0,3,6,2,4
M791,76.5,205.0,84,260.0,4,4,2,4
M790,77.0,200.0,82,267.0,3,4,7,3
S636,78.5,212.5,84,260.0,3,3,5,7
M559,77.0,200.0,87,265.0,0,6,8,2
M558,76.0,200.0,84,240.0,6,4,5,2
S637,76.5,207.5,83,265.0,4,4,3,5
M555,76.5,209.0,83,250.0,5,4,2,3
M554,76.0,180.0,82,250.0,2,3,3,6
M557,76.0,200.0,84,260.0,2,3,3,6
M556,77.5,202.5,83,245.0,3,1,5,5
M551,78.0,205.0,83,260.0,5,2,3,5
M550,76.0,185.0,84,250.0,1,1,1,14
M553,77.0,197.5,83,270.0,5,6,2,3
M552,77.0,205.0,83,280.0,2,6,2,5
S635,79.0,205.0,82,245.0,0,1,4,8
S782,76.0,187.5,79,240.0,1,7,3,3
S632,75.0,195.0,82,235.0,3,1,0,11
S633,78.0,200.0,81,260.0,4,1,4,5
R756,77.0,205.0,85,260.0,4,4,4,2
R757,77.0,190.0,82,242.0,1,4,3,9
R754,77.0,200.0,81,235.0,5,5,4,3
R755,77.0,195.0,83,260.0,0,5,3,7
R752,75.5,187.5,82,215.0,0,5,4,5
R753,77.0,200.0,83,265.0,3,3,6,5
R750,78.0,212.5,83,235.0,4,4,2,4
R751,75.5,187.5,83,255.0,1,8,2,3
S631,77.0,200.0,81,248.0,4,4,1,6
R758,76.0,211.0,84,270.0,5,2,5,1
R759,75.0,190.0,80,220.0,7,9,0,1
R594,75.0,190.0,84,265.0,6,5,5,2
R595,78.0,204.0,87,290.0,3,5,2,5
R596,74.5,193.5,81,275.0,1,2,7,6
R597,76.0,195.0,84,250.0,3,4,1,7
R590,78.0,198.0,84,255.0,2,4,2,7
R591,78.5,198.0,82,217.0,2,3,6,3
R592,77.5,204.0,82,249.0,3,6,3,4
R593,76.5,200.0,81,250.0,1,7,2,4
R598,77.0,190.0,81,240.0,3,1,6,7
R599,79.0,210.0,82,264.0,5,1,2,5
S780,76.0,210.0,83,245.0,5,3,2,5
P747,76.0,185.0,81,230.0,4,7,1,3
P664,76.0,195.0,82,220.0,5,4,3,1
R622,76.5,189.5,84,260.0,5,1,5,5
R623,77.5,207.5,83,245.0,3,3,5,2
R620,74.0,195.0,82,250.0,4,8,3,2
R621,76.0,200.0,88,285.0,4,6,2,3
R626,78.0,215.0,83,285.0,0,5,3,5
R627,77.0,195.5,81,250.0,4,5,3,2
R624,77.0,187.5,82,260.0,4,3,4,3
R625,78.0,206.0,84,240.0,3,5,5,4
P746,75.0,200.0,80,250.0,3,4,2,6
Q534,77.0,210.0,82,260.0,4,2,6,2
R628,78.5,207.0,85,235.0,2,3,5,6
R629,76.0,210.0,81,260.0,6,4,1,6
S786,79.0,203.0,82,280.0,4,2,4,5
J749,76.0,217.5,82,255.0,3,1,2,6
Q680,77.0,200.0,84,236.0,4,2,2,5
Q683,77.0,210.0,86,270.0,4,2,3,5
Q682,76.0,195.0,80,250.0,3,5,1,5
Q685,75.0,195.0,81,245.0,8,0,0,5
Q687,75.0,193.0,82,230.0,3,7,0,3
Q686,75.5,187.5,82,230.0,2,5,4,5
J741,78.0,207.0,82,255.0,4,4,2,4
K675,80.0,210.0,86,240.0,2,2,3,6
J743,77.5,215.0,83,240.0,2,3,4,5
J742,77.0,200.0,82,240.0,3,4,5,3
J745,77.0,200.0,80,215.0,2,0,3,4
J744,78.0,207.5,84,245.0,3,4,3,4
J747,74.5,192.5,80,235.0,1,2,4,7
J746,75.5,195.0,82,265.0,2,0,5,7
S610,76.0,205.0,82,225.0,2,1,8,4
S611,78.0,195.0,82,250.0,3,6,3,3
S612,78.5,215.0,82,250.0,5,7,5,3
S613,76.0,200.0,84,250.0,3,2,5,7
S614,75.0,205.0,81,250.0,4,3,3,6
S615,77.5,200.0,80,240.0,2,3,4,3
S616,78.0,190.0,83,240.0,1,6,4,5
S617,77.0,195.0,82,255.0,5,2,9,2
S618,75.0,202.5,83,255.0,0,2,5,6
S619,77.0,200.0,82,230.0,2,3,1,10
Q835,76.0,205.0,83,250.0,1,4,3,7
S784,76.0,205.0,84,255.0,4,2,4,5
S797,76.0,195.0,82,250.0,6,6,2,2
I793,76.0,200.0,81,245.0,6,2,2,3
I792,76.0,200.0,81,240.0,3,1,4,3
I791,75.5,197.5,82,270.0,2,1,5,4
I790,78.0,215.0,82,255.0,0,3,7,3
I797,77.0,202.5,82,235.0,1,2,3,8
I796,77.0,220.0,81,250.0,2,1,2,8
I795,76.0,205.0,83,235.0,1,1,6,5
I794,76.5,200.0,84,275.0,4,0,4,6
O728,78.0,212.5,81,245.0,4,5,4,5
O729,77.0,210.0,82,245.0,0,8,2,7
I799,78.0,205.0,84,280.0,1,2,4,5
I798,77.5,220.0,82,250.0,2,3,4,5
Q647,78.5,197.5,84,255.0,7,6,1,4
J635,75.0,195.0,83,250.0,1,1,8,3
J634,76.0,190.0,81,235.0,1,2,1,8
J637,77.0,207.5,83,255.0,1,2,6,5
J636,77.0,215.0,83,255.0,4,4,2,5
J631,76.0,200.0,81,265.0,0,3,5,6
J630,78.5,192.5,82,260.0,0,2,3,7
J633,75.5,192.0,83,235.0,0,1,5,8
J632,78.0,187.5,84,245.0,1,2,4,7
S785,76.5,195.0,82,260.0,4,1,4,5
J639,77.0,188.5,81,260.0,1,3,3,7
N699,78.0,202.5,81,230.0,1,4,3,4
K768,77.0,200.0,81,230.0,3,2,3,3
K769,78.0,192.5,82,278.0,1,4,3,4
N698,76.0,200.0,80,235.0,4,6,2,5
J652,77.0,205.0,82,250.0,1,4,6,2
K761,76.0,210.0,81,280.0,3,4,3,4
K762,76.0,205.0,80,250.0,0,1,4,6
K764,79.0,230.0,83,265.0,2,3,4,5
J651,78.0,206.0,82,250.0,3,2,4,3
K766,75.0,188.0,81,226.0,1,2,2,8
K767,77.0,200.0,85,260.0,2,2,5,4
L642,76.0,195.0,82,265.0,2,6,1,4
L643,76.0,198.0,85,335.0,1,0,4,8
L640,79.0,214.0,86,265.0,3,3,1,7
J650,77.5,210.0,81,258.0,1,4,2,3
L646,75.0,190.0,82,230.0,1,2,5,7
L647,77.0,212.5,84,255.0,2,1,7,4
L644,77.0,200.0,84,300.0,3,1,5,4
L645,77.0,205.0,83,250.0,1,3,5,5
S724,76.0,210.0,84,255.0,2,2,7,4
K742,77.5,197.5,82,240.0,3,4,3,4
L648,74.0,210.0,81,230.0,5,2,2,4
L649,77.0,190.0,80,230.0,0,7,2,4
S720,78.0,205.0,83,250.0,2,7,1,2
S721,76.0,202.0,82,275.0,2,3,4,6
S722,77.0,205.0,84,240.0,2,7,4,4
S723,75.0,200.0,84,245.0,1,6,4,3
S544,76.0,185.0,80,225.0,3,5,1,5
S545,77.0,191.0,81,258.0,5,6,1,3
S546,76.0,208.0,83,257.0,1,3,8,3
S547,76.0,200.0,82,240.0,1,4,6,4
S540,77.0,200.0,81,225.0,4,4,5,4
I539,78.5,215.0,83,260.0,3,1,6,6
S542,76.0,190.0,81,235.0,4,4,3,5
K741,78.0,206.0,82,255.0,4,2,2,5
S548,77.0,202.5,83,235.0,9,3,2,4
S549,77.0,205.0,85,270.0,4,3,2,6
J659,75.0,193.0,81,240.0,2,2,4,5
J658,77.0,220.0,84,240.0,2,4,3,4
I648,76.5,200.0,79,235.0,0,2,2,6
I645,75.5,197.5,83,255.0,3,0,5,6
I644,77.0,210.0,82,300.0,3,3,4,3
I647,78.0,199.5,84,290.0,1,3,6,4
I646,78.0,205.0,82,260.0,1,4,4,4
I641,78.0,195.0,82,270.0,2,2,7,2
I640,77.0,209.5,87,270.0,4,2,6,4
