ID,Median Height,Median Weight,Max Height,Max Weight,Senior Count,Junior Count,Sophomore Count,Freshman Count
Q853,77.5,205.0,84,275.0,4,6,3,3
P804,78.0,199.5,83,227.0,8,3,3,2
P805,77.0,200.0,84,230.0,3,2,4,4
P806,77.0,202.5,84,220.0,4,1,3,4
P807,76.0,205.0,81,240.0,5,4,4,3
P800,75.0,195.0,82,276.0,5,6,3,1
P801,77.0,200.0,81,257.0,5,1,5,4
P802,76.0,201.0,83,270.0,3,5,4,5
P803,74.5,195.0,81,255.0,4,4,2,4
P578,77.0,205.0,81,235.0,3,2,3,5
P579,77.0,195.0,83,253.0,3,4,3,3
P574,79.0,205.0,83,255.0,1,6,2,2
P575,78.0,202.5,83,243.0,1,3,7,5
P576,76.5,190.0,82,270.0,2,2,3,5
P577,77.5,207.5,83,245.0,3,1,5,3
P570,76.0,200.0,80,250.0,5,2,6,4
P571,75.0,185.0,81,315.0,3,3,4,9
P572,77.5,200.0,81,225.0,2,5,3,2
P573,77.5,210.0,82,260.0,3,3,3,5
Q854,78.0,215.0,83,240.0,4,3,5,5
K778,77.0,206.0,83,256.0,0,6,4,5
S699,80.0,207.5,83,265.0,3,4,4,3
L826,78.0,205.0,85,245.0,1,2,4,4
L827,77.5,212.5,83,260.0,3,5,0,4
L824,76.5,195.0,82,250.0,0,1,4,7
L825,77.0,190.0,82,245.0,3,4,2,3
L822,78.0,205.0,83,230.0,0,1,6,4
L823,76.0,0.0,80,182.0,0,3,3,5
L820,75.0,190.0,82,240.0,2,2,4,5
L821,78.0,205.0,86,250.0,0,1,5,7
L828,77.5,207.5,83,270.0,2,3,5,4
L829,78.5,210.0,82,280.0,4,0,5,3
P718,76.5,212.5,84,252.0,3,5,3,5
P719,78.0,210.0,82,263.0,3,3,5,4
P710,77.0,207.5,79,235.0,2,2,6,2
K643,78.0,200.0,82,260.0,2,4,3,6
P712,78.0,210.0,83,240.0,2,1,5,4
P713,76.0,200.0,81,235.0,5,2,5,3
P714,77.0,202.5,82,260.0,3,1,4,8
P715,77.0,205.0,83,248.0,4,4,4,1
P716,75.5,198.5,82,235.0,4,4,3,3
J739,76.0,195.0,81,235.0,2,1,5,7
O515,75.0,192.0,81,239.0,2,5,5,5
R839,78.0,200.0,84,240.0,2,1,3,10
R838,77.0,205.0,83,225.0,2,5,3,3
R836,76.0,195.0,82,237.0,3,3,3,8
R835,77.0,205.0,83,250.0,4,4,6,3
R834,75.0,195.0,80,260.0,4,3,1,5
R833,76.0,180.0,80,245.0,0,6,2,6
R832,75.0,190.0,81,235.0,3,3,3,4
R831,78.0,195.0,82,238.0,2,2,6,4
R830,78.0,210.0,83,234.0,2,3,4,7
Q506,76.0,190.0,82,290.0,5,4,2,6
K765,77.0,200.0,81,255.0,1,0,2,8
P624,76.0,195.0,82,255.0,5,0,6,4
P625,77.0,200.0,81,250.0,1,5,5,4
P626,76.5,192.5,81,250.0,3,4,1,6
P627,77.0,210.0,82,240.0,2,5,3,3
P620,77.5,207.5,82,255.0,3,6,1,4
J732,78.0,200.0,82,250.0,1,3,5,4
P622,77.0,200.0,83,270.0,6,6,3,2
P623,76.0,200.0,85,250.0,4,1,3,5
J733,78.0,210.0,83,260.0,2,0,5,6
P628,77.0,215.0,81,250.0,2,5,2,6
P629,76.0,215.0,83,250.0,6,4,1,6
M506,77.0,190.0,85,265.0,5,6,2,6
M507,77.0,220.0,83,285.0,3,3,3,4
M504,77.0,196.0,81,255.0,4,3,5,3
M505,76.0,200.0,83,260.0,2,5,5,4
M502,77.0,195.0,81,240.0,4,3,5,7
M503,75.0,185.0,82,250.0,5,3,3,6
M508,77.0,185.0,81,230.0,6,4,2,5
M509,76.0,200.0,82,240.0,2,8,1,2
L641,77.0,190.0,80,230.0,2,2,2,5
S728,75.5,180.0,83,265.0,5,4,4,5
S729,76.0,210.0,84,240.0,4,4,3,4
S725,77.0,205.5,83,280.0,6,3,4,3
S726,79.0,216.0,84,246.0,6,2,5,3
S727,77.0,205.0,82,255.0,6,4,0,5
M612,75.5,200.0,83,250.0,2,4,7,3
M613,78.0,210.0,83,250.0,7,0,3,5
M610,75.0,200.0,82,250.0,4,3,7,3
M611,76.0,200.0,79,250.0,2,6,2,4
M616,78.0,200.0,83,260.0,3,5,4,3
M617,77.0,205.0,83,250.0,5,2,2,4
M614,76.0,200.0,83,240.0,4,3,5,6
M615,76.5,205.0,82,290.0,2,6,1,5
M619,77.0,200.0,81,220.0,1,4,5,4
P711,78.0,210.0,82,265.0,7,3,3,1
R777,74.5,184.0,83,272.0,2,3,5,6
S541,76.0,195.0,82,240.0,4,2,2,6
R659,77.0,185.0,82,240.0,3,6,5,3
R658,76.5,192.5,82,230.0,2,2,6,5
R653,76.0,190.0,81,255.0,3,4,2,6
R652,77.5,195.0,81,240.0,2,4,4,4
R651,77.0,200.0,83,250.0,3,5,5,4
R650,77.0,205.0,82,255.0,2,5,5,3
R657,78.0,205.0,81,235.0,2,1,7,5
R655,76.5,196.5,87,256.0,3,4,4,3
R654,76.0,200.0,82,235.0,2,4,3,7
P717,80.0,218.5,82,253.0,7,0,4,3
M686,77.0,200.0,84,245.0,2,2,4,8
Q658,76.5,197.5,83,230.0,4,4,2,6
Q659,74.0,185.0,82,235.0,2,3,5,5
Q652,77.0,202.5,82,250.0,4,4,6,2
Q653,76.0,191.0,82,249.0,2,5,5,2
Q650,77.0,212.5,82,245.0,2,2,3,7
Q651,77.0,200.0,83,250.0,2,6,4,6
Q657,76.0,195.0,81,265.0,5,2,1,7
Q654,76.5,207.0,81,237.0,6,2,5,3
Q655,79.0,210.0,86,262.0,3,3,3,4
Q645,77.0,200.0,82,230.0,4,2,5,6
S628,79.0,208.0,85,245.0,2,7,4,2
L708,77.0,208.0,81,245.0,2,1,7,5
L707,76.0,195.0,81,255.0,2,3,3,7
L706,77.0,200.0,81,250.0,0,0,0,12
L705,76.5,202.5,82,250.0,1,2,4,3
L704,76.0,202.5,82,260.0,4,2,1,5
L703,552.0,0.46700000000000003,7212,0.667,0,0,0,0
L702,76.0,190.0,84,240.0,1,4,5,5
L701,77.0,195.0,82,255.0,2,3,3,5
L700,77.0,205.0,83,255.0,2,2,3,8
O719,77.5,214.5,82,263.0,1,6,1,6
O718,76.5,215.0,84,255.0,3,4,3,4
Q631,77.0,200.0,81,275.0,3,3,6,3
O711,77.0,190.0,82,265.0,3,9,1,4
O710,78.0,210.0,79,235.0,3,2,3,7
O713,77.0,195.0,82,230.0,2,6,3,6
O712,77.0,207.0,83,254.0,5,2,1,7
O715,78.0,200.0,84,280.0,4,3,5,3
O714,78.0,200.0,84,280.0,5,3,1,6
O717,80.0,218.0,81,251.0,5,5,0,4
O716,77.0,212.0,82,235.0,3,5,3,4
K751,77.0,199.0,81,231.0,1,3,3,7
K750,78.0,210.0,84,240.0,2,4,10,4
K753,76.0,195.0,82,245.0,2,1,2,7
K752,76.0,200.0,82,230.0,2,2,4,2
K755,78.0,210.0,81,260.0,3,3,2,5
K754,78.0,211.0,83,245.0,2,3,2,5
J668,75.5,198.5,83,340.0,1,5,3,5
J669,77.0,212.0,83,295.0,3,3,4,3
J666,80.0,210.0,82,260.0,2,5,2,4
J667,77.0,190.0,82,255.0,3,1,6,5
J664,77.0,200.0,82,247.0,1,1,4,6
J665,76.5,215.0,83,270.0,0,1,4,9
I506,77.0,187.5,82,225.0,3,2,2,9
I507,78.0,210.0,80,245.0,0,2,3,5
J660,79.0,210.0,84,272.0,2,3,2,6
J661,76.0,200.0,81,250.0,4,2,3,4
S715,78.5,210.0,86,265.0,4,1,3,4
S714,77.0,206.5,81,235.0,2,8,2,6
S717,79.0,210.5,83,258.0,5,1,4,4
S716,77.0,200.0,80,230.0,4,4,6,3
S711,77.0,200.0,82,250.0,3,7,2,1
Q636,77.0,195.0,84,237.0,3,5,3,5
S713,76.5,190.0,82,276.0,1,7,2,6
S712,77.0,193.0,80,219.0,1,6,3,4
S719,77.5,197.0,82,279.0,5,3,1,5
S718,78.0,205.0,82,260.0,5,3,3,4
Q638,77.5,212.5,81,240.0,3,4,3,2
L639,76.5,190.0,82,290.0,1,2,4,5
L638,76.5,212.5,83,255.0,0,1,4,7
Q639,77.5,205.0,83,230.0,4,5,4,3
L633,75.0,190.0,83,240.0,1,1,5,6
L632,77.5,185.0,83,295.0,0,3,4,9
L631,77.0,205.0,84,270.0,2,5,3,3
L630,76.5,191.0,81,240.0,2,4,3,5
L637,78.0,205.0,87,265.0,2,2,6,7
L636,75.5,202.5,83,250.0,0,5,4,5
L635,77.0,190.0,83,250.0,0,2,5,4
L634,76.5,191.5,82,230.0,0,1,4,9
Q732,76.0,200.0,83,235.0,2,1,6,5
S579,76.0,195.0,86,265.0,1,6,4,7
S578,76.0,195.0,83,255.0,2,2,6,5
S575,78.0,193.5,83,269.0,4,3,4,3
S574,80.0,210.0,83,244.0,4,3,2,3
S577,79.0,215.0,84,260.0,4,1,4,4
S576,78.0,202.0,82,250.0,5,3,1,4
S571,75.5,187.5,82,240.0,3,4,7,4
S570,78.0,205.0,81,260.0,4,3,4,4
S573,77.0,207.5,82,284.0,4,5,3,4
S572,77.0,190.0,81,235.0,2,3,6,4
I616,77.0,205.0,90,300.0,1,5,2,5
I617,76.5,192.5,84,260.0,2,2,6,6
I614,77.0,205.0,81,260.0,2,1,2,8
I615,77.5,210.0,81,300.0,1,4,3,4
I612,76.0,205.0,80,235.0,0,4,4,3
I613,79.0,205.0,83,275.0,2,1,4,6
I610,79.0,210.0,83,280.0,2,1,5,5
I611,76.5,200.0,82,230.0,2,3,3,6
Q508,76.0,185.0,82,220.0,2,7,1,5
Q509,77.0,200.0,83,230.0,5,6,2,2
S844,78.0,215.0,85,235.0,3,4,3,3
I619,77.0,190.0,82,245.0,3,1,2,7
L527,78.5,220.0,83,255.0,3,4,2,3
L526,77.0,206.5,83,277.0,2,2,5,3
L524,77.0,207.5,83,290.0,1,2,5,4
L523,76.0,190.0,81,310.0,1,3,3,5
L522,77.0,210.0,83,255.0,3,1,6,3
L521,78.0,207.5,84,265.0,1,4,5,4
L520,75.0,190.0,82,260.0,2,0,5,7
L529,76.5,200.0,83,300.0,1,0,7,6
L528,76.0,185.0,80,276.0,0,1,3,7
O661,78.0,210.0,84,240.0,3,2,6,4
O660,76.5,202.5,86,250.0,3,4,2,3
O663,77.0,185.0,82,275.0,2,3,3,5
O662,79.0,205.0,82,260.0,3,4,4,2
O665,78.0,212.5,84,260.0,1,6,2,3
O664,78.0,191.5,81,281.0,2,5,5,2
O667,77.0,197.0,80,235.0,3,8,2,6
O666,77.0,191.0,83,278.0,4,3,4,5
O669,78.0,205.0,83,265.0,3,4,3,5
O668,78.0,219.0,81,295.0,4,0,4,5
K502,78.0,200.0,82,240.0,2,5,4,4
K503,76.5,185.0,81,255.0,2,3,6,3
K504,78.5,212.5,82,265.0,2,1,4,3
K505,76.0,190.0,83,225.0,2,1,4,8
K506,77.0,187.5,81,225.0,3,3,3,5
K507,77.5,217.5,85,280.0,5,2,3,4
K508,76.5,195.0,81,225.0,0,4,2,8
K509,76.0,190.0,83,240.0,1,6,2,5
I762,76.0,195.0,83,250.0,1,5,5,3
J847,77.0,205.0,82,250.0,2,3,3,6
J844,77.0,200.0,81,250.0,1,0,5,5
I761,75.0,195.0,82,270.0,1,3,5,4
J842,78.0,205.0,83,275.0,2,1,4,6
J843,77.5,210.0,85,255.0,2,6,1,3
I764,78.0,210.0,84,252.0,2,3,7,3
I765,75.0,185.0,80,230.0,0,3,5,5
I768,77.5,205.0,81,235.0,1,1,5,5
I769,79.0,203.0,83,247.0,3,2,5,5
J848,77.0,215.0,82,242.0,0,3,4,8
J849,78.5,212.5,83,260.0,3,4,3,4
J685,76.0,195.0,84,250.0,1,2,4,7
J686,76.0,195.0,84,245.0,2,5,3,3
J687,77.0,205.0,82,245.0,0,1,3,9
J680,76.0,205.0,83,270.0,0,4,3,6
J681,76.5,202.5,84,255.0,0,2,3,7
J682,76.0,185.0,83,250.0,3,1,2,5
J683,76.0,180.0,80,220.0,2,1,8,4
J688,76.0,210.0,82,255.0,0,0,0,13
P819,76.0,190.0,84,240.0,1,4,4,6
P818,78.0,200.0,82,235.0,3,5,2,5
P817,77.0,200.0,83,245.0,5,4,4,2
P816,76.0,185.0,83,235.0,4,3,2,4
P815,78.0,210.0,82,242.0,1,4,4,9
P814,76.5,210.0,86,260.0,2,5,5,4
P813,76.5,207.5,82,235.0,4,2,3,3
P812,75.0,190.0,82,245.0,2,5,1,5
P811,78.0,195.0,81,255.0,5,3,2,4
P810,77.0,190.0,82,305.0,0,6,5,6
S848,77.0,198.5,80,240.0,3,7,2,6
P569,78.0,200.0,82,250.0,4,4,4,5
P568,78.0,194.0,83,237.0,1,4,4,6
P567,76.5,195.0,81,235.0,2,3,3,6
P566,78.0,197.5,83,270.0,2,7,1,4
P565,77.0,190.0,82,230.0,6,2,1,8
P564,76.0,195.0,79,255.0,4,9,0,3
P563,75.0,200.5,82,235.0,2,4,2,6
P562,77.0,207.5,83,270.0,5,1,7,5
P561,77.0,202.5,81,235.0,5,2,6,5
P560,78.0,0.0,81,245.0,2,6,1,3
N830,79.0,222.0,84,252.0,2,4,4,4
P621,76.5,187.5,88,285.0,4,6,1,5
L831,79.0,215.0,84,243.0,5,2,4,2
L830,78.5,217.0,83,255.0,2,4,2,8
L833,76.0,205.0,80,230.0,1,3,2,5
L832,76.0,195.0,81,220.0,4,1,4,5
L835,77.0,200.0,81,230.0,1,4,5,5
L834,76.0,195.0,80,240.0,0,2,4,7
L836,77.0,211.5,81,256.0,1,4,4,5
L839,78.0,212.0,84,244.0,1,0,8,7
L838,77.5,205.0,79,230.0,1,4,2,5
N556,77.0,197.5,81,235.0,1,3,5,5
N557,76.0,187.5,82,260.0,2,7,6,1
N550,76.0,190.0,81,250.0,2,1,9,8
N551,78.0,205.0,86,260.0,2,4,5,4
N552,78.0,197.5,83,280.0,5,0,3,8
N553,77.0,200.0,82,240.0,4,5,1,5
R532,75.5,195.0,80,235.0,5,4,3,4
P709,78.0,196.0,83,246.0,2,2,6,5
P708,76.0,195.0,84,250.0,3,7,3,3
P702,79.0,212.5,84,250.0,2,4,4,4
P701,77.5,197.5,83,245.0,1,3,5,5
P700,77.0,205.0,81,250.0,4,1,5,4
P707,77.0,200.0,83,240.0,3,5,3,4
P706,76.0,195.0,82,265.0,1,6,3,5
P705,74.5,180.0,78,240.0,4,2,3,9
P704,77.0,195.0,83,225.0,1,2,4,5
R808,76.5,190.0,82,246.0,1,3,2,8
R809,77.0,210.0,83,250.0,3,4,2,5
R802,76.0,200.0,80,240.0,3,2,1,7
R803,75.5,192.5,79,225.0,4,5,1,6
R800,77.0,195.0,81,220.0,3,7,2,3
R801,76.5,210.0,84,255.0,3,3,6,4
R806,77.0,195.0,82,250.0,2,7,2,4
R807,76.5,206.5,84,268.0,4,1,6,5
R804,74.5,180.0,81,240.0,4,3,1,5
R805,76.5,197.5,82,240.0,3,7,2,0
P637,77.5,207.0,84,280.0,2,4,6,4
P636,76.5,197.5,84,245.0,4,4,5,3
P635,77.0,200.0,83,275.0,1,6,4,3
P634,77.0,202.5,81,230.0,3,5,2,6
P633,77.0,170.0,81,220.0,2,3,4,4
P632,78.5,200.0,86,270.0,5,5,5,5
P631,77.0,195.0,81,245.0,4,3,4,3
P630,77.0,205.0,84,235.0,3,6,1,4
P639,77.0,200.0,83,250.0,2,6,2,5
P638,78.0,215.0,82,240.0,3,4,5,3
M511,78.0,204.0,83,247.0,4,4,3,4
M510,77.0,200.0,82,295.0,5,2,3,5
M513,77.0,192.0,81,286.0,2,6,2,5
M512,76.0,210.0,82,245.0,1,2,4,6
M515,78.0,210.5,84,245.0,6,0,4,4
M514,76.0,185.0,82,270.0,5,0,5,6
M517,76.0,198.0,82,235.0,4,4,8,7
M516,77.0,200.0,80,262.0,2,6,3,2
M519,77.0,210.0,84,236.0,5,2,3,4
M518,77.5,212.5,85,270.0,3,5,3,5
N798,76.0,205.0,82,245.0,4,0,2,9
N799,77.5,200.0,80,245.0,7,4,2,3
N796,79.0,217.0,84,262.0,5,3,4,3
N797,76.5,202.5,82,280.0,2,5,5,2
N794,76.0,200.0,82,240.0,2,5,6,2
N795,77.5,201.0,82,255.0,4,3,4,3
N792,76.0,190.0,81,295.0,3,4,2,6
N793,78.5,225.0,82,298.0,2,4,5,1
N790,79.0,208.0,82,267.0,3,6,3,5
N791,77.0,200.0,80,309.0,3,3,3,4
N774,76.0,195.0,82,220.0,3,4,1,3
N775,77.0,207.0,82,256.0,3,4,1,7
N776,77.0,195.0,81,250.0,2,5,2,4
N777,77.0,180.0,80,220.0,5,5,1,0
N771,76.0,207.5,82,235.0,3,4,1,6
N772,75.0,190.0,85,275.0,2,5,3,5
N773,77.0,190.0,81,250.0,2,8,5,2
R792,77.0,200.0,84,275.0,2,3,3,6
R793,77.5,196.5,82,270.0,2,0,5,7
R790,78.0,206.0,81,270.0,5,3,4,3
R791,76.0,190.0,81,243.0,4,6,3,1
N778,77.5,200.0,85,260.0,2,2,9,3
N779,76.0,205.0,82,242.0,3,3,2,5
R794,77.5,207.0,82,241.0,3,4,4,5
R795,78.0,207.5,82,240.0,4,5,6,1
Q843,78.0,205.0,83,260.0,2,3,1,9
M608,76.0,190.0,82,250.0,3,3,5,9
Q842,76.0,190.0,82,250.0,2,4,3,6
M605,78.0,195.0,82,260.0,2,6,5,2
M604,79.0,210.0,82,270.0,2,3,1,5
M607,77.5,216.5,88,255.0,2,6,3,3
M606,77.0,212.0,82,236.0,3,4,2,4
M601,76.5,205.0,83,270.0,1,4,6,3
M600,76.5,197.5,83,270.0,4,4,3,5
M603,76.0,210.0,86,275.0,4,2,3,4
M602,76.0,202.5,82,240.0,3,3,1,3
Q840,78.5,200.0,84,265.0,3,2,2,9
Q847,77.0,207.5,81,240.0,3,4,5,2
R666,77.0,197.0,82,262.0,4,6,2,3
R667,77.0,195.0,83,250.0,2,8,3,2
R664,75.0,196.5,80,250.0,2,5,3,4
R665,76.0,210.0,83,240.0,2,5,3,4
R662,78.5,212.5,85,270.0,2,2,7,5
Q845,77.0,200.0,82,250.0,3,7,3,3
R660,76.5,207.5,83,290.0,3,4,5,2
R661,76.0,210.0,86,249.0,3,4,3,5
Q844,76.5,190.0,85,265.0,3,1,5,5
S732,76.0,200.0,83,250.0,4,6,1,2
R668,78.0,211.5,84,292.0,6,3,2,3
R669,77.5,204.0,84,265.0,1,6,5,2
K637,77.0,200.0,83,250.0,1,4,7,5
K634,76.0,190.0,79,240.0,2,1,5,6
K632,78.0,185.0,80,225.0,2,1,6,5
K633,74.0,190.0,83,240.0,1,3,3,6
K690,76.0,200.0,82,240.0,3,2,4,2
Q644,77.0,180.0,82,260.0,3,4,3,5
K692,77.0,210.0,82,242.0,2,5,3,6
K693,77.0,190.0,82,220.0,1,3,5,6
Q641,76.5,202.5,83,245.0,3,2,3,4
K630,76.0,187.5,83,240.0,1,1,3,9
Q643,77.0,195.0,83,235.0,6,2,2,3
Q642,77.0,200.0,82,245.0,5,2,2,4
K698,78.5,215.0,83,270.0,4,2,2,6
K699,78.0,210.0,85,268.0,1,3,5,3
K631,76.0,190.0,84,270.0,2,4,7,2
Q649,76.0,203.5,80,255.0,5,1,5,1
Q648,74.5,200.0,79,240.0,3,6,2,3
J514,78.0,180.0,82,250.0,2,1,3,7
J515,78.5,219.5,84,255.0,1,3,2,6
L738,76.0,200.0,83,252.0,2,1,4,6
L739,76.0,192.5,81,245.0,2,3,5,4
J510,77.0,200.0,80,250.0,3,1,5,6
J511,77.0,222.5,83,255.0,3,2,4,5
J512,79.0,215.0,82,255.0,1,2,6,6
J513,75.5,188.5,84,245.0,4,0,5,3
L732,77.5,190.0,83,280.0,4,1,3,4
L733,76.0,200.0,83,245.0,1,2,5,5
L730,75.5,194.5,83,245.0,2,2,6,2
L731,77.0,215.0,84,270.0,3,3,4,3
L736,77.0,205.0,81,220.0,2,5,2,5
L737,77.0,207.5,83,275.0,1,1,5,5
L734,77.0,202.5,81,230.0,1,1,3,9
Q741,78.0,200.0,87,260.0,3,3,4,5
I515,78.0,213.0,82,239.0,2,1,7,4
I514,77.0,185.0,82,250.0,3,3,3,4
I517,75.0,199.0,83,248.0,3,4,2,10
I516,77.0,190.0,83,255.0,1,3,3,6
I511,77.0,206.0,83,255.0,1,4,3,6
I510,74.0,190.0,80,235.0,1,3,4,7
I513,76.5,198.5,84,245.0,3,4,1,6
I512,79.0,215.0,81,255.0,2,2,3,8
S855,76.5,197.5,82,240.0,4,4,2,4
I519,77.0,205.0,81,235.0,3,2,5,4
I518,77.0,200.0,82,290.0,1,6,3,5
J679,76.0,180.0,82,230.0,3,5,2,1
J678,77.0,190.0,82,260.0,2,1,6,4
S770,77.0,195.0,82,235.0,3,3,5,4
J671,77.0,215.0,83,270.0,4,3,5,2
J670,78.0,205.0,83,250.0,1,6,6,2
J673,77.0,208.0,84,270.0,3,0,1,10
J672,77.5,202.5,82,245.0,2,1,10,3
J675,77.0,210.0,86,270.0,5,2,5,3
J674,78.0,201.0,80,256.0,4,0,6,4
J677,76.5,207.5,82,322.0,1,2,7,2
J676,77.5,220.0,83,270.0,1,3,4,4
L606,78.0,210.0,82,250.0,1,3,4,5
L607,78.0,219.0,88,270.0,2,3,3,5
L604,75.5,205.0,84,255.0,2,2,5,5
L605,78.0,195.0,81,260.0,0,2,4,8
L602,77.0,212.5,79,260.0,4,4,3,3
L603,80.0,227.0,86,278.0,2,5,3,3
L600,76.5,187.5,83,280.0,1,3,4,6
L601,75.5,205.0,80,235.0,1,1,3,9
S768,75.0,190.0,82,230.0,2,2,3,6
S769,77.0,208.0,83,255.0,2,2,5,7
S774,77.5,190.0,83,250.0,2,3,4,7
L608,76.5,188.5,80,250.0,2,2,5,9
Q831,77.5,199.0,82,242.0,4,1,2,7
N661,78.0,220.0,82,315.0,2,4,2,5
S508,77.0,205.0,84,280.0,7,2,5,5
S509,77.0,200.0,83,235.0,3,5,3,6
S502,78.0,200.0,83,245.0,1,6,3,9
S503,79.0,210.0,83,285.0,3,3,5,5
S504,78.0,215.0,85,265.0,2,7,2,2
S505,76.0,190.0,85,230.0,6,2,4,4
S506,78.0,190.0,82,360.0,0,5,5,7
S507,76.5,200.0,82,235.0,4,5,2,3
I601,77.5,210.0,83,250.0,0,5,5,2
I600,77.0,205.0,81,250.0,4,2,4,5
I603,78.0,215.0,81,240.0,3,1,4,5
I602,77.0,202.5,81,275.0,3,1,4,6
I605,76.0,202.5,83,230.0,1,3,2,6
I604,77.0,205.0,84,350.0,4,0,2,9
I607,77.0,201.0,83,275.0,4,2,3,4
I606,76.0,210.0,85,250.0,3,6,3,1
Q515,76.0,194.0,82,250.0,2,2,7,5
I608,77.5,203.5,81,252.0,2,2,6,6
Q517,76.0,195.0,82,236.0,3,3,6,10
Q516,77.0,210.0,80,275.0,1,6,3,3
Q511,77.0,212.0,84,275.0,5,5,2,5
Q510,78.0,215.0,84,290.0,4,3,4,2
Q513,75.0,190.0,82,244.0,4,3,3,6
Q512,76.0,200.0,86,249.0,0,5,6,4
L512,77.0,217.0,81,240.0,2,1,4,5
L513,77.0,201.0,80,256.0,0,1,7,3
L510,77.0,195.0,81,250.0,3,5,5,3
L511,78.5,208.0,83,254.0,3,4,4,3
L516,76.5,207.5,83,255.0,2,1,1,8
L517,75.5,194.0,83,235.0,3,5,3,7
L514,75.0,180.0,83,230.0,1,3,4,6
L515,78.5,207.5,84,255.0,0,6,2,6
L518,77.5,210.0,81,230.0,0,2,5,7
L519,77.0,210.0,84,236.0,2,3,4,4
O698,76.0,200.0,83,265.0,5,2,4,8
O699,78.0,200.0,81,240.0,2,3,5,3
O694,76.0,194.5,80,245.0,3,6,4,3
O695,78.5,209.5,85,266.0,2,4,3,5
S853,77.5,200.0,82,263.0,4,4,3,5
O690,75.0,199.0,83,250.0,2,5,6,3
O692,77.0,211.0,83,257.0,3,5,3,3
O693,77.0,192.0,81,240.0,4,1,3,5
K513,77.0,201.0,80,256.0,0,1,3,9
K512,79.5,207.5,82,241.0,0,3,4,5
K511,78.0,215.5,83,255.0,3,3,4,4
K510,76.0,195.0,81,225.0,1,2,4,6
K517,75.5,201.5,83,248.0,1,5,6,6
K516,76.5,197.5,83,255.0,0,3,6,5
K515,79.0,215.5,84,255.0,2,1,7,2
K514,75.0,180.0,82,210.0,0,3,7,5
O504,76.5,211.0,81,240.0,5,4,3,2
O505,77.0,190.0,82,300.0,4,8,3,6
K519,77.0,212.5,84,236.0,2,2,5,5
K518,77.0,207.5,80,250.0,0,3,3,8
O502,78.0,195.0,83,230.0,5,3,6,7
O503,77.0,200.0,84,250.0,4,3,6,3
J851,77.0,205.0,80,255.0,1,0,4,6
J850,75.5,195.0,81,250.0,5,3,3,1
J853,78.0,210.0,81,244.0,1,4,3,6
J852,78.0,210.0,84,270.0,2,1,1,9
I779,77.0,195.0,85,240.0,3,2,6,4
I778,78.0,206.0,87,308.0,4,2,2,7
I775,77.0,202.5,83,250.0,2,1,2,7
I774,75.0,195.0,81,260.0,0,1,4,8
I777,77.0,200.0,80,260.0,2,4,3,4
I776,76.0,190.0,80,240.0,1,4,4,3
I771,76.5,204.0,82,250.0,3,3,2,4
I773,76.5,185.0,83,240.0,1,5,1,5
I772,76.0,210.0,81,290.0,2,2,3,6
J695,79.0,212.0,84,248.0,4,3,2,4
J693,77.0,195.0,81,240.0,2,2,5,6
J692,78.0,220.0,83,242.0,2,5,7,3
J690,78.5,213.5,82,230.0,0,4,3,3
J699,78.0,207.5,85,268.0,1,1,4,4
J698,78.0,210.0,83,270.0,3,4,2,2
P828,80.0,210.0,82,260.0,3,2,2,7
P829,77.5,215.0,83,250.0,4,1,5,2
S851,78.0,200.0,82,245.0,5,5,2,3
P822,76.5,197.5,81,250.0,6,4,2,4
P823,78.0,210.0,81,235.0,3,5,1,4
P820,76.5,205.0,81,250.0,2,5,2,7
P821,79.0,205.0,87,255.0,1,6,3,7
P826,75.0,210.0,85,240.0,3,3,5,2
P827,79.0,220.0,83,255.0,3,7,2,4
P824,77.5,210.0,83,260.0,8,1,1,6
P825,78.0,217.5,84,250.0,4,2,3,5
P558,75.0,200.0,84,275.0,4,6,6,5
P559,78.0,205.0,85,260.0,3,4,2,7
P552,76.0,195.0,83,280.0,2,4,4,5
P553,76.0,197.0,83,250.0,3,6,4,0
P550,76.0,195.0,84,260.0,11,1,4,3
P551,78.0,205.0,86,255.0,4,4,3,2
P556,78.0,210.0,84,250.0,5,5,2,3
P557,76.5,195.0,84,270.0,4,3,5,4
P554,77.5,205.0,80,240.0,5,2,3,4
P555,76.5,209.5,83,263.0,1,4,5,2
Q705,74.0,185.0,79,240.0,2,4,5,4
M758,76.0,205.0,84,305.0,3,3,3,10
P736,79.5,203.5,83,252.0,3,3,5,5
P737,76.0,198.0,84,285.0,3,0,3,11
P734,77.0,200.0,83,245.0,3,4,3,5
P735,76.0,190.0,82,245.0,1,3,5,2
P732,76.0,205.0,82,270.0,4,2,1,7
P733,76.5,207.5,82,270.0,5,6,2,1
N549,77.5,205.0,84,255.0,1,3,6,4
N548,75.5,192.5,82,290.0,4,2,6,2
N547,77.0,192.0,85,239.0,6,1,2,5
N546,77.0,200.0,82,260.0,2,5,4,2
N545,77.0,195.5,82,220.0,2,2,4,4
N544,75.5,200.0,78,225.0,1,1,7,3
N542,77.0,205.0,81,264.0,3,6,2,3
N541,77.0,190.0,81,320.0,1,2,5,3
N540,76.0,195.0,82,250.0,0,4,4,7
M752,78.0,205.0,82,240.0,3,0,4,6
R815,76.0,205.0,80,280.0,5,7,3,3
R814,76.0,205.0,84,240.0,3,3,3,7
R817,78.0,205.0,83,245.0,3,3,3,6
R816,79.5,211.5,84,280.0,3,4,3,6
